"","vote_2019","gender","edu","age","province","dummy_vote"
"3599","Liberal Party","Female","Graduated college","45 to 59","QC",1
"3600","Liberal Party","Male","Graduated college","45 to 59","ON",1
"3601","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"3602","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"3603","Liberal Party","Male","Graduated college","60 plus","ON",1
"3604","Conservative Party","Female","Graduated college","18 to 29","ON",0
"3605","Conservative Party","Male","Graduated high school","45 to 59","MB",0
"3606","Conservative Party","Female","Graduated high school","30 to 44","ON",0
"3607","Conservative Party","Female","Didn't graduate college","30 to 44","SK",0
"3608","Conservative Party","Female","Graduated college","45 to 59","ON",0
"3609","Conservative Party","Male","Graduated college","45 to 59","ON",0
"3610","Liberal Party","Female","Graduated college","60 plus","ON",1
"3611","Liberal Party","Male","Didn't graduate college","30 to 44","QC",1
"3612","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"3613","Liberal Party","Male","Graduated college","45 to 59","ON",1
"3614","Liberal Party","Male","Graduated high school","30 to 44","AB",1
"3615","Conservative Party","Female","Didn't graduate college","60 plus","AB",0
"3616","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"3617","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"3618","Conservative Party","Male","Didn't graduate college","30 to 44","QC",0
"3619","Liberal Party","Male","Graduated college","60 plus","ON",1
"3620","Liberal Party","Female","Graduated college","18 to 29","ON",1
"3621","Liberal Party","Female","Graduated college","45 to 59","BC",1
"3622","Liberal Party","Female","Graduated college","45 to 59","ON",1
"3623","Liberal Party","Male","Graduated college","60 plus","QC",1
"3624","Conservative Party","Male","Didn't graduate college","45 to 59","BC",0
"3625","Liberal Party","Male","Graduated college","45 to 59","BC",1
"3626","Conservative Party","Male","Graduated college","45 to 59","MB",0
"3627","Conservative Party","Female","Graduated college","45 to 59","QC",0
"3628","Conservative Party","Female","Graduated college","30 to 44","ON",0
"3629","Conservative Party","Male","Graduated high school","60 plus","BC",0
"3630","Liberal Party","Female","Graduated college","45 to 59","NB",1
"3631","Conservative Party","Female","Graduated high school","18 to 29","SK",0
"3632","Liberal Party","Female","Didn't graduate college","18 to 29","QC",1
"3633","Liberal Party","Female","Graduated college","60 plus","AB",1
"3634","Conservative Party","Female","Graduated college","45 to 59","SK",0
"3635","Liberal Party","Female","Graduated college","18 to 29","ON",1
"3636","Liberal Party","Female","Didn't graduate college","60 plus","AB",1
"3637","Liberal Party","Male","Graduated college","60 plus","AB",1
"3638","Liberal Party","Female","Didn't graduate college","60 plus","BC",1
"3639","Conservative Party","Female","Didn't graduate college","18 to 29","ON",0
"3640","Liberal Party","Male","Graduated college","30 to 44","QC",1
"3641","Conservative Party","Male","Graduated college","45 to 59","MB",0
"3642","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"3643","Conservative Party","Male","Graduated college","45 to 59","MB",0
"3644","Liberal Party","Female","Graduated college","30 to 44","ON",1
"3645","Conservative Party","Male","Graduated high school","60 plus","AB",0
"3646","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"3647","Conservative Party","Male","Graduated college","45 to 59","QC",0
"3648","Conservative Party","Male","Graduated college","30 to 44","QC",0
"3649","Conservative Party","Male","Graduated college","30 to 44","AB",0
"3650","Conservative Party","Male","Didn't graduate college","45 to 59","QC",0
"3651","Liberal Party","Female","Didn't graduate college","18 to 29","BC",1
"3652","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"3653","Conservative Party","Male","Didn't graduate high school","45 to 59","ON",0
"3654","Conservative Party","Female","Graduated college","45 to 59","AB",0
"3655","Conservative Party","Male","Didn't graduate college","30 to 44","SK",0
"3656","Conservative Party","Male","Graduated college","30 to 44","AB",0
"3657","Liberal Party","Male","Graduated college","45 to 59","QC",1
"3658","Liberal Party","Female","Graduated college","45 to 59","QC",1
"3659","Conservative Party","Female","Graduated college","45 to 59","NS",0
"3660","Liberal Party","Male","Graduated college","60 plus","ON",1
"3661","Liberal Party","Female","Graduated college","30 to 44","ON",1
"3662","Conservative Party","Male","Graduated college","60 plus","AB",0
"3663","Conservative Party","Male","Graduated high school","45 to 59","ON",0
"3664","Liberal Party","Male","Didn't graduate college","60 plus","QC",1
"3665","Conservative Party","Male","Graduated high school","60 plus","ON",0
"3666","Liberal Party","Male","Graduated college","30 to 44","NB",1
"3667","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"3668","Conservative Party","Male","Didn't graduate college","30 to 44","BC",0
"3669","Liberal Party","Female","Didn't graduate college","18 to 29","ON",1
"3670","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"3671","Conservative Party","Male","Graduated college","60 plus","ON",0
"3672","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"3673","Conservative Party","Female","Didn't graduate college","30 to 44","SK",0
"3674","Liberal Party","Male","Didn't graduate college","45 to 59","ON",1
"3675","Conservative Party","Female","Graduated college","60 plus","BC",0
"3676","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"3677","Conservative Party","Male","Graduated college","60 plus","BC",0
"3678","Liberal Party","Female","Graduated college","30 to 44","ON",1
"3679","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"3680","Liberal Party","Female","Graduated high school","60 plus","MB",1
"3681","Conservative Party","Male","Graduated college","60 plus","QC",0
"3682","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"3683","Liberal Party","Female","Graduated high school","60 plus","MB",1
"3684","Conservative Party","Male","Graduated college","18 to 29","BC",0
"3685","Conservative Party","Male","Graduated college","30 to 44","ON",0
"3686","Liberal Party","Female","Graduated college","60 plus","NL",1
"3687","Liberal Party","Female","Graduated college","60 plus","NB",1
"3688","Conservative Party","Male","Graduated college","60 plus","ON",0
"3689","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"3690","Liberal Party","Male","Graduated high school","60 plus","QC",1
"3691","Conservative Party","Female","Didn't graduate college","18 to 29","ON",0
"3692","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"3693","Liberal Party","Male","Graduated high school","60 plus","SK",1
"3694","Conservative Party","Male","Graduated college","60 plus","AB",0
"3695","Conservative Party","Female","Didn't graduate college","30 to 44","QC",0
"3696","Liberal Party","Male","Didn't graduate college","45 to 59","QC",1
"3697","Liberal Party","Female","Didn't graduate college","18 to 29","QC",1
"3698","Liberal Party","Male","Graduated high school","60 plus","ON",1
"3699","Liberal Party","Male","Graduated college","60 plus","QC",1
"3700","Conservative Party","Female","Graduated high school","30 to 44","ON",0
"3701","Liberal Party","Male","Didn't graduate college","60 plus","BC",1
"3702","Conservative Party","Female","Graduated college","45 to 59","AB",0
"3703","Liberal Party","Female","Graduated college","18 to 29","NL",1
"3704","Conservative Party","Male","Graduated college","60 plus","ON",0
"3705","Conservative Party","Female","Didn't graduate college","18 to 29","BC",0
"3706","Liberal Party","Male","Graduated college","60 plus","ON",1
"3707","Conservative Party","Male","Graduated college","60 plus","AB",0
"3708","Conservative Party","Female","Graduated college","60 plus","QC",0
"3709","Liberal Party","Female","Graduated college","30 to 44","QC",1
"3710","Conservative Party","Female","Graduated college","45 to 59","ON",0
"3711","Liberal Party","Male","Graduated college","60 plus","SK",1
"3712","Conservative Party","Female","Graduated college","30 to 44","AB",0
"3713","Liberal Party","Female","Graduated college","30 to 44","QC",1
"3714","Conservative Party","Male","Didn't graduate college","45 to 59","QC",0
"3715","Liberal Party","Female","Graduated college","18 to 29","AB",1
"3716","Conservative Party","Male","Didn't graduate high school","60 plus","BC",0
"3717","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"3718","Conservative Party","Male","Graduated college","45 to 59","NU",0
"3719","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"3720","Conservative Party","Female","Didn't graduate college","45 to 59","MB",0
"3721","Conservative Party","Male","Didn't graduate college","60 plus","BC",0
"3722","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"3723","Liberal Party","Male","Graduated college","18 to 29","BC",1
"3724","Conservative Party","Female","Graduated college","45 to 59","AB",0
"3725","Conservative Party","Male","Graduated college","45 to 59","BC",0
"3726","Liberal Party","Male","Graduated college","30 to 44","ON",1
"3727","Conservative Party","Male","Didn't graduate college","18 to 29","NB",0
"3728","Liberal Party","Male","Graduated high school","45 to 59","MB",1
"3729","Liberal Party","Male","Didn't graduate high school","60 plus","QC",1
"3730","Liberal Party","Female","Graduated college","60 plus","QC",1
"3731","Liberal Party","Female","Didn't graduate college","60 plus","AB",1
"3732","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"3733","Liberal Party","Male","Graduated college","60 plus","QC",1
"3734","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"3735","Liberal Party","Female","Graduated college","18 to 29","NS",1
"3736","Liberal Party","Female","Didn't graduate college","18 to 29","QC",1
"3737","Liberal Party","Female","Graduated college","18 to 29","ON",1
"3738","Liberal Party","Male","Graduated college","60 plus","ON",1
"3739","Conservative Party","Male","Graduated college","45 to 59","AB",0
"3740","Liberal Party","Male","Graduated college","30 to 44","NL",1
"3741","Liberal Party","Male","Graduated college","18 to 29","ON",1
"3742","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"3743","Conservative Party","Female","Graduated college","45 to 59","AB",0
"3744","Conservative Party","Female","Didn't graduate high school","60 plus","QC",0
"3745","Conservative Party","Male","Didn't graduate college","30 to 44","AB",0
"3746","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"3747","Conservative Party","Female","Graduated college","30 to 44","ON",0
"3748","Liberal Party","Female","Graduated college","45 to 59","QC",1
"3749","Liberal Party","Male","Graduated college","30 to 44","ON",1
"3750","Conservative Party","Female","Graduated college","30 to 44","AB",0
"3751","Liberal Party","Male","Graduated high school","60 plus","ON",1
"3752","Liberal Party","Male","Graduated college","60 plus","BC",1
"3753","Liberal Party","Female","Graduated college","30 to 44","MB",1
"3754","Conservative Party","Male","Graduated college","60 plus","ON",0
"3755","Conservative Party","Male","Graduated high school","60 plus","BC",0
"3756","Conservative Party","Male","Graduated college","45 to 59","NS",0
"3757","Conservative Party","Male","Didn't graduate college","60 plus","BC",0
"3758","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"3759","Liberal Party","Female","Didn't graduate college","60 plus","MB",1
"3760","Liberal Party","Female","Didn't graduate college","30 to 44","SK",1
"3761","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"3762","Liberal Party","Female","Graduated college","45 to 59","QC",1
"3763","Conservative Party","Female","Graduated college","18 to 29","ON",0
"3764","Conservative Party","Male","Graduated college","60 plus","AB",0
"3765","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"3766","Liberal Party","Female","Didn't graduate college","30 to 44","AB",1
"3767","Conservative Party","Male","Graduated college","60 plus","ON",0
"3768","Liberal Party","Female","Graduated high school","60 plus","QC",1
"3769","Conservative Party","Female","Didn't graduate high school","30 to 44","QC",0
"3770","Conservative Party","Male","Graduated college","30 to 44","BC",0
"3771","Liberal Party","Male","Graduated high school","30 to 44","ON",1
"3772","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"3773","Liberal Party","Male","Didn't graduate college","30 to 44","ON",1
"3774","Liberal Party","Female","Graduated college","60 plus","ON",1
"3775","Conservative Party","Male","Didn't graduate college","45 to 59","QC",0
"3776","Liberal Party","Male","Graduated college","45 to 59","MB",1
"3777","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"3778","Conservative Party","Male","Graduated high school","45 to 59","AB",0
"3779","Liberal Party","Male","Didn't graduate high school","45 to 59","QC",1
"3780","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"3781","Conservative Party","Female","Graduated high school","30 to 44","ON",0
"3782","Liberal Party","Female","Graduated college","60 plus","ON",1
"3783","Liberal Party","Male","Graduated high school","30 to 44","QC",1
"3784","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"3785","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"3786","Liberal Party","Female","Graduated high school","60 plus","QC",1
"3787","Liberal Party","Male","Didn't graduate college","45 to 59","ON",1
"3788","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"3789","Liberal Party","Male","Didn't graduate college","45 to 59","ON",1
"3790","Liberal Party","Female","Graduated college","60 plus","QC",1
"3791","Conservative Party","Female","Didn't graduate college","45 to 59","BC",0
"3792","Liberal Party","Female","Graduated college","30 to 44","QC",1
"3793","Conservative Party","Male","Graduated college","45 to 59","ON",0
"3794","Conservative Party","Female","Graduated college","60 plus","AB",0
"3795","Liberal Party","Male","Didn't graduate college","60 plus","QC",1
"3796","Conservative Party","Female","Didn't graduate high school","45 to 59","ON",0
"3797","Liberal Party","Female","Didn't graduate college","60 plus","BC",1
"3798","Liberal Party","Female","Graduated high school","60 plus","QC",1
"3799","Conservative Party","Male","Graduated high school","60 plus","BC",0
"3800","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"3801","Conservative Party","Female","Didn't graduate college","60 plus","MB",0
"3802","Conservative Party","Male","Graduated high school","18 to 29","ON",0
"3803","Conservative Party","Male","Graduated high school","60 plus","BC",0
"3804","Conservative Party","Female","Didn't graduate college","45 to 59","QC",0
"3805","Conservative Party","Female","Graduated college","18 to 29","AB",0
"3806","Conservative Party","Male","Graduated college","30 to 44","QC",0
"3807","Conservative Party","Male","Didn't graduate college","30 to 44","SK",0
"3808","Conservative Party","Male","Didn't graduate high school","30 to 44","ON",0
"3809","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"3810","Conservative Party","Female","Graduated college","30 to 44","SK",0
"3811","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"3812","Conservative Party","Female","Graduated high school","60 plus","AB",0
"3813","Liberal Party","Male","Graduated college","60 plus","ON",1
"3814","Conservative Party","Female","Graduated college","30 to 44","AB",0
"3815","Liberal Party","Male","Graduated high school","60 plus","BC",1
"3816","Liberal Party","Male","Didn't graduate high school","60 plus","QC",1
"3817","Liberal Party","Male","Graduated college","18 to 29","NS",1
"3818","Conservative Party","Female","Didn't graduate college","45 to 59","QC",0
"3819","Liberal Party","Female","Graduated college","30 to 44","ON",1
"3820","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"3821","Liberal Party","Female","Graduated college","60 plus","SK",1
"3822","Liberal Party","Male","Graduated college","60 plus","ON",1
"3823","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"3824","Liberal Party","Female","Graduated college","45 to 59","ON",1
"3825","Liberal Party","Male","Didn't graduate college","30 to 44","NB",1
"3826","Liberal Party","Female","Didn't graduate college","30 to 44","BC",1
"3827","Liberal Party","Female","Graduated college","18 to 29","ON",1
"3828","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"3829","Liberal Party","Female","Didn't graduate college","30 to 44","BC",1
"3830","Conservative Party","Male","Didn't graduate college","30 to 44","SK",0
"3831","Liberal Party","Male","Graduated college","30 to 44","PE",1
"3832","Conservative Party","Female","Graduated college","18 to 29","AB",0
"3833","Conservative Party","Male","Didn't graduate college","45 to 59","QC",0
"3834","Liberal Party","Male","Graduated college","30 to 44","QC",1
"3835","Conservative Party","Male","Didn't graduate college","60 plus","BC",0
"3836","Liberal Party","Female","Graduated college","18 to 29","NL",1
"3837","Liberal Party","Male","Graduated high school","60 plus","ON",1
"3838","Liberal Party","Female","Graduated college","30 to 44","QC",1
"3839","Liberal Party","Male","Didn't graduate college","45 to 59","BC",1
"3840","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"3841","Liberal Party","Male","Didn't graduate college","45 to 59","QC",1
"3842","Conservative Party","Male","Didn't graduate college","18 to 29","ON",0
"3843","Liberal Party","Male","Didn't graduate high school","45 to 59","ON",1
"3844","Liberal Party","Female","Didn't graduate college","18 to 29","ON",1
"3845","Conservative Party","Female","Graduated high school","45 to 59","BC",0
"3846","Conservative Party","Female","Graduated college","18 to 29","SK",0
"3847","Liberal Party","Male","Graduated college","60 plus","PE",1
"3848","Conservative Party","Female","Didn't graduate high school","60 plus","ON",0
"3849","Conservative Party","Female","Didn't graduate college","45 to 59","NL",0
"3850","Conservative Party","Male","Graduated college","60 plus","ON",0
"3851","Liberal Party","Female","Didn't graduate college","60 plus","MB",1
"3852","Liberal Party","Female","Graduated college","30 to 44","QC",1
"3853","Liberal Party","Female","Graduated college","30 to 44","SK",1
"3854","Liberal Party","Female","Graduated high school","60 plus","ON",1
"3855","Conservative Party","Male","Graduated college","30 to 44","AB",0
"3856","Liberal Party","Female","Graduated college","30 to 44","ON",1
"3857","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"3858","Conservative Party","Female","Graduated college","30 to 44","ON",0
"3859","Conservative Party","Male","Graduated college","30 to 44","ON",0
"3860","Conservative Party","Male","Didn't graduate college","30 to 44","YT",0
"3861","Conservative Party","Female","Graduated college","30 to 44","NS",0
"3862","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"3863","Liberal Party","Male","Didn't graduate college","30 to 44","ON",1
"3864","Liberal Party","Male","Graduated college","18 to 29","BC",1
"3865","Liberal Party","Female","Didn't graduate high school","30 to 44","ON",1
"3866","Liberal Party","Female","Graduated college","18 to 29","ON",1
"3867","Conservative Party","Male","Didn't graduate high school","60 plus","AB",0
"3868","Conservative Party","Female","Graduated college","60 plus","BC",0
"3869","Liberal Party","Female","Didn't graduate college","60 plus","BC",1
"3870","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"3871","Liberal Party","Female","Graduated high school","60 plus","QC",1
"3872","Conservative Party","Female","Didn't graduate college","18 to 29","ON",0
"3873","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"3874","Conservative Party","Male","Graduated high school","60 plus","ON",0
"3875","Liberal Party","Female","Graduated college","18 to 29","ON",1
"3876","Conservative Party","Male","Graduated high school","18 to 29","ON",0
"3877","Conservative Party","Male","Graduated college","60 plus","QC",0
"3878","Liberal Party","Female","Graduated college","60 plus","ON",1
"3879","Conservative Party","Female","Didn't graduate high school","18 to 29","AB",0
"3880","Liberal Party","Female","Graduated college","45 to 59","QC",1
"3881","Liberal Party","Male","Graduated high school","45 to 59","ON",1
"3882","Conservative Party","Male","Graduated high school","60 plus","ON",0
"3883","Conservative Party","Female","Graduated college","30 to 44","MB",0
"3884","Liberal Party","Female","Graduated college","18 to 29","QC",1
"3885","Conservative Party","Female","Graduated high school","45 to 59","AB",0
"3886","Liberal Party","Male","Graduated college","30 to 44","ON",1
"3887","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"3888","Conservative Party","Female","Graduated college","30 to 44","AB",0
"3889","Liberal Party","Male","Graduated college","60 plus","PE",1
"3890","Conservative Party","Male","Graduated college","30 to 44","ON",0
"3891","Liberal Party","Male","Didn't graduate college","60 plus","QC",1
"3892","Conservative Party","Female","Graduated high school","60 plus","ON",0
"3893","Liberal Party","Female","Graduated college","30 to 44","QC",1
"3894","Conservative Party","Female","Didn't graduate college","30 to 44","YT",0
"3895","Conservative Party","Female","Graduated college","60 plus","AB",0
"3896","Conservative Party","Male","Didn't graduate college","30 to 44","NB",0
"3897","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"3898","Conservative Party","Female","Graduated high school","30 to 44","AB",0
"3899","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"3900","Conservative Party","Female","Graduated college","30 to 44","ON",0
"3901","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"3902","Conservative Party","Male","Graduated college","45 to 59","ON",0
"3903","Liberal Party","Male","Graduated college","30 to 44","ON",1
"3904","Conservative Party","Male","Graduated college","60 plus","AB",0
"3905","Conservative Party","Female","Graduated college","45 to 59","AB",0
"3906","Conservative Party","Male","Graduated college","45 to 59","BC",0
"3907","Conservative Party","Female","Graduated college","60 plus","AB",0
"3908","Liberal Party","Male","Didn't graduate college","45 to 59","BC",1
"3909","Conservative Party","Male","Graduated college","60 plus","ON",0
"3910","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"3911","Conservative Party","Male","Didn't graduate college","18 to 29","ON",0
"3912","Liberal Party","Female","Didn't graduate college","18 to 29","NB",1
"3913","Liberal Party","Female","Graduated college","18 to 29","ON",1
"3914","Conservative Party","Female","Graduated college","60 plus","QC",0
"3915","Conservative Party","Male","Graduated college","45 to 59","ON",0
"3916","Liberal Party","Female","Graduated college","30 to 44","AB",1
"3917","Liberal Party","Male","Didn't graduate college","30 to 44","QC",1
"3918","Liberal Party","Female","Didn't graduate high school","60 plus","NS",1
"3919","Conservative Party","Female","Graduated college","60 plus","AB",0
"3920","Liberal Party","Female","Graduated college","60 plus","ON",1
"3921","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"3922","Liberal Party","Female","Graduated high school","18 to 29","BC",1
"3923","Liberal Party","Male","Graduated college","18 to 29","BC",1
"3924","Conservative Party","Male","Graduated college","45 to 59","BC",0
"3925","Liberal Party","Female","Didn't graduate high school","60 plus","ON",1
"3926","Liberal Party","Male","Graduated high school","18 to 29","BC",1
"3927","Liberal Party","Male","Didn't graduate college","45 to 59","QC",1
"3928","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"3929","Liberal Party","Male","Graduated college","60 plus","BC",1
"3930","Conservative Party","Male","Didn't graduate college","18 to 29","ON",0
"3931","Liberal Party","Female","Didn't graduate college","45 to 59","PE",1
"3932","Liberal Party","Female","Graduated college","30 to 44","ON",1
"3933","Liberal Party","Female","Graduated college","30 to 44","ON",1
"3934","Conservative Party","Male","Graduated college","60 plus","ON",0
"3935","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"3936","Conservative Party","Female","Didn't graduate college","45 to 59","BC",0
"3937","Liberal Party","Female","Graduated college","45 to 59","MB",1
"3938","Liberal Party","Female","Graduated college","30 to 44","NL",1
"3939","Liberal Party","Female","Graduated college","60 plus","QC",1
"3940","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"3941","Liberal Party","Female","Didn't graduate college","45 to 59","NL",1
"3942","Conservative Party","Female","Graduated college","60 plus","AB",0
"3943","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"3944","Conservative Party","Male","Graduated college","60 plus","ON",0
"3945","Liberal Party","Male","Graduated college","45 to 59","QC",1
"3946","Conservative Party","Female","Graduated college","45 to 59","NS",0
"3947","Liberal Party","Male","Graduated college","45 to 59","ON",1
"3948","Liberal Party","Female","Graduated college","30 to 44","ON",1
"3949","Liberal Party","Male","Graduated college","18 to 29","QC",1
"3950","Conservative Party","Male","Graduated college","45 to 59","AB",0
"3951","Conservative Party","Male","Graduated college","30 to 44","BC",0
"3952","Conservative Party","Male","Graduated college","60 plus","ON",0
"3953","Liberal Party","Female","Graduated college","60 plus","ON",1
"3954","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"3955","Liberal Party","Female","Graduated college","60 plus","ON",1
"3956","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"3957","Conservative Party","Female","Graduated college","30 to 44","AB",0
"3958","Liberal Party","Male","Graduated college","45 to 59","ON",1
"3959","Conservative Party","Male","Graduated college","60 plus","ON",0
"3960","Liberal Party","Male","Graduated college","60 plus","ON",1
"3961","Liberal Party","Female","Didn't graduate high school","18 to 29","QC",1
"3962","Liberal Party","Female","Graduated college","30 to 44","ON",1
"3963","Liberal Party","Male","Didn't graduate college","45 to 59","QC",1
"3964","Conservative Party","Female","Graduated high school","45 to 59","NS",0
"3965","Conservative Party","Female","Didn't graduate high school","30 to 44","ON",0
"3966","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"3967","Conservative Party","Female","Didn't graduate college","60 plus","BC",0
"3968","Conservative Party","Male","Graduated college","45 to 59","SK",0
"3969","Liberal Party","Female","Graduated college","18 to 29","ON",1
"3970","Conservative Party","Male","Graduated high school","18 to 29","AB",0
"3971","Conservative Party","Male","Didn't graduate high school","45 to 59","BC",0
"3972","Conservative Party","Female","Graduated high school","30 to 44","BC",0
"3973","Liberal Party","Male","Didn't graduate college","60 plus","AB",1
"3974","Liberal Party","Female","Graduated high school","30 to 44","BC",1
"3975","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"3976","Conservative Party","Female","Graduated college","30 to 44","AB",0
"3977","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"3978","Liberal Party","Female","Graduated high school","45 to 59","ON",1
"3979","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"3980","Liberal Party","Female","Graduated college","30 to 44","SK",1
"3981","Liberal Party","Male","Graduated college","30 to 44","AB",1
"3982","Liberal Party","Male","Graduated high school","30 to 44","QC",1
"3983","Liberal Party","Male","Graduated college","45 to 59","QC",1
"3984","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"3985","Conservative Party","Female","Graduated high school","45 to 59","ON",0
"3986","Conservative Party","Female","Graduated college","30 to 44","ON",0
"3987","Conservative Party","Male","Graduated college","45 to 59","QC",0
"3988","Liberal Party","Female","Graduated college","45 to 59","ON",1
"3989","Liberal Party","Male","Graduated college","18 to 29","ON",1
"3990","Conservative Party","Female","Graduated college","18 to 29","ON",0
"3991","Liberal Party","Female","Graduated college","18 to 29","BC",1
"3992","Liberal Party","Female","Graduated college","45 to 59","ON",1
"3993","Liberal Party","Male","Didn't graduate college","30 to 44","BC",1
"3994","Conservative Party","Male","Graduated college","60 plus","ON",0
"3995","Liberal Party","Male","Graduated college","30 to 44","ON",1
"3996","Conservative Party","Female","Graduated college","30 to 44","ON",0
"3997","Liberal Party","Male","Didn't graduate college","18 to 29","QC",1
"3998","Conservative Party","Male","Didn't graduate high school","30 to 44","AB",0
"3999","Conservative Party","Female","Graduated college","45 to 59","ON",0
"4000","Liberal Party","Female","Graduated college","18 to 29","AB",1
"4001","Conservative Party","Female","Graduated college","60 plus","QC",0
"4002","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"4003","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"4004","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"4005","Liberal Party","Female","Graduated high school","60 plus","ON",1
"4006","Conservative Party","Female","Graduated college","18 to 29","ON",0
"4007","Liberal Party","Female","Graduated college","30 to 44","ON",1
"4008","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"4009","Conservative Party","Male","Graduated college","60 plus","QC",0
"4010","Conservative Party","Male","Graduated college","45 to 59","QC",0
"4011","Liberal Party","Male","Graduated college","60 plus","ON",1
"4012","Conservative Party","Female","Didn't graduate college","45 to 59","SK",0
"4013","Liberal Party","Male","Graduated college","45 to 59","NS",1
"4014","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"4015","Conservative Party","Male","Graduated college","45 to 59","ON",0
"4016","Liberal Party","Male","Graduated college","60 plus","BC",1
"4017","Conservative Party","Female","Graduated college","30 to 44","ON",0
"4018","Conservative Party","Female","Graduated college","30 to 44","AB",0
"4019","Liberal Party","Female","Graduated college","45 to 59","AB",1
"4020","Liberal Party","Female","Graduated college","30 to 44","ON",1
"4021","Liberal Party","Female","Graduated high school","60 plus","QC",1
"4022","Conservative Party","Female","Didn't graduate college","45 to 59","QC",0
"4023","Conservative Party","Female","Graduated college","30 to 44","ON",0
"4024","Conservative Party","Male","Didn't graduate college","60 plus","MB",0
"4025","Liberal Party","Male","Didn't graduate college","30 to 44","ON",1
"4026","Liberal Party","Male","Didn't graduate college","30 to 44","NB",1
"4027","Liberal Party","Male","Graduated college","30 to 44","NL",1
"4028","Liberal Party","Female","Graduated college","18 to 29","ON",1
"4029","Liberal Party","Male","Didn't graduate college","45 to 59","QC",1
"4030","Conservative Party","Male","Graduated college","30 to 44","ON",0
"4031","Liberal Party","Female","Didn't graduate college","30 to 44","BC",1
"4032","Conservative Party","Female","Didn't graduate college","45 to 59","BC",0
"4033","Liberal Party","Female","Graduated college","18 to 29","ON",1
"4034","Conservative Party","Male","Graduated college","30 to 44","QC",0
